run_id,window_id,timestamp,condition,speed_configuration,sample_rate,sample_count,axis,unit,source,rms,peak_to_peak,crest_factor,dominant_frequency,band_energy,label
fan_abnormal_00,7,7.23,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.07126014614130993,0.21625463275903634,1.5245143407582116,50.0,0.00507118852580362,1
fan_abnormal_01,0,1.0,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03755917522794092,0.28369059105257466,5.760579024420219,50.0,0.0014320929772347502,1
fan_abnormal_01,1,1.89,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.037183238573552914,0.24430087732567884,4.926168592392451,50.0,0.0013359659125254956,1
fan_abnormal_01,2,2.78,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03749530146075313,0.3397734375712924,6.988950447685028,50.0,0.0014776576618693458,1
fan_abnormal_01,3,3.67,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03746178100814802,0.2720266752251943,5.369772484867034,50.0,0.0013949579900174101,1
fan_abnormal_01,4,4.56,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03915442218348229,0.3010086590814608,6.218959635154817,50.0,0.0015965193657222774,1
fan_abnormal_01,5,5.45,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.035693643531234276,0.29676297884986447,6.700959288944439,50.0,0.0013267003424468611,1
fan_abnormal_01,6,6.34,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03545797819579882,0.28508011460071503,6.243930095465303,50.0,0.001285031495117593,1
fan_abnormal_01,7,7.23,loose_mount,demo_fixed_speed,800.0,512,z,g,simulated,0.03667508963228171,0.3348728490848297,7.1385668264012185,50.0,0.0014205039445030366,1
fan_abnormal_02,0,1.0,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.03105972458291619,0.10166531473554685,1.653966758400934,170.3125,0.0009640544910104793,1
fan_abnormal_02,1,1.89,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.033836788845035076,0.11062660553391301,1.6775769778680136,170.3125,0.0011308190322430916,1
fan_abnormal_02,2,2.78,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.029951916536869554,0.10365555126985582,1.7543858725362345,170.3125,0.0008821073906708176,1
fan_abnormal_02,3,3.67,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.029767560666580498,0.09794039098114604,1.672023420602205,170.3125,0.000903646580257178,1
fan_abnormal_02,4,4.56,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.033415040150914455,0.10995863063861988,1.6659129879977124,170.3125,0.0011002268645548788,1
fan_abnormal_02,5,5.45,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.030831019411467587,0.10600954359831527,1.7377351382061803,170.3125,0.0009374706310122747,1
fan_abnormal_02,6,6.34,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.033603260190639174,0.11315524043515257,1.6963542982192443,170.3125,0.0011117455814937882,1
fan_abnormal_02,7,7.23,bearing_like,demo_fixed_speed,800.0,512,z,g,simulated,0.032740498019086385,0.10925753426452822,1.7048210359910778,170.3125,0.001053805589764648,1
